x
CD4 TCM
CD4 Naive
NK
CD4 TCM
MAIT
CD8 TEM
gdT
CD8 TEM
CD16 Mono
NK
CD8 TEM
CD16 Mono
CD4 Naive
CD4 Naive
CD8 Naive
CD14 Mono
CD14 Mono
CD8 TEM
CD8 Naive
CD16 Mono
CD4 Naive
CD14 Mono
cDC2
B intermediate
CD14 Mono
CD14 Mono
CD4 TCM
CD4 Naive
Treg
NK
Platelet
CD8 Naive
CD14 Mono
CD4 Naive
CD14 Mono
CD14 Mono
CD4 Naive
NK
CD8 Naive
CD4 TCM
NK
B memory
CD4 TCM
CD4 TCM
NK
Platelet
CD14 Mono
MAIT
CD4 Naive
CD4 TCM
B memory
CD14 Mono
CD4 Naive
CD4 TCM
CD14 Mono
MAIT
NK
CD8 TCM
CD14 Mono
CD4 CTL
CD14 Mono
CD14 Mono
CD14 Mono
Treg
CD4 TCM
CD14 Mono
CD8 Naive
cDC2
CD8 Naive
CD4 TCM
CD4 TCM
CD14 Mono
CD14 Mono
CD4 TCM
CD4 Naive
CD14 Mono
NK
CD16 Mono
CD8 TEM
CD8 TEM
CD14 Mono
gdT
CD4 Naive
CD8 TEM
CD8 Naive
CD8 TEM
CD14 Mono
CD8 Naive
CD14 Mono
CD8 TEM
CD14 Mono
CD4 Naive
NK
CD14 Mono
CD8 TEM
cDC2
NK
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
B memory
Platelet
NK
CD8 Naive
CD14 Mono
CD4 TCM
CD14 Mono
CD4 CTL
B naive
CD8 Naive
CD14 Mono
B naive
CD14 Mono
MAIT
CD14 Mono
CD4 TEM
CD8 TEM
NK
B intermediate
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
CD8 Naive
CD4 TCM
CD16 Mono
CD14 Mono
B naive
B naive
NK
CD14 Mono
CD14 Mono
NK
CD14 Mono
CD8 TEM
CD14 Mono
CD14 Mono
Treg
CD8 Naive
CD14 Mono
CD16 Mono
CD14 Mono
CD14 Mono
CD4 CTL
CD4 Naive
NK
B memory
gdT
CD8 Naive
CD14 Mono
CD14 Mono
CD8 Naive
CD4 Naive
CD4 TCM
CD16 Mono
CD8 TEM
CD8 Naive
CD14 Mono
CD14 Mono
CD4 Naive
Platelet
CD4 TCM
CD4 Naive
NK
CD14 Mono
CD4 TCM
CD16 Mono
CD8 Naive
CD14 Mono
CD8 TEM
NK
CD4 TCM
B naive
CD8 Naive
NK
gdT
CD4 TCM
CD4 Naive
CD16 Mono
CD8 Naive
B naive
CD14 Mono
CD4 Naive
NK
CD4 TCM
CD14 Mono
CD4 Naive
Treg
B memory
cDC2
NK_CD56bright
CD8 Naive
CD14 Mono
MAIT
CD8 Naive
CD4 Naive
B intermediate
CD4 Naive
CD4 Naive
CD4 TCM
NK
CD4 Naive
CD4 TCM
CD4 TCM
CD4 TEM
CD14 Mono
CD8 Naive
CD4 Naive
gdT
CD4 TCM
CD14 Mono
NK
NK
NK
CD14 Mono
B memory
CD8 TEM
NK
CD4 Naive
CD14 Mono
CD4 TCM
CD4 CTL
CD8 TEM
CD4 Naive
Plasmablast
CD8 TEM
CD4 TCM
CD14 Mono
CD14 Mono
CD4 TCM
CD14 Mono
CD4 Naive
B naive
CD4 TCM
CD4 TCM
NK
CD8 Naive
CD8 Naive
CD14 Mono
CD4 TEM
B naive
CD14 Mono
CD14 Mono
NK
NK
CD4 Naive
CD14 Mono
CD14 Mono
CD8 TEM
CD4 TCM
NK
CD16 Mono
CD4 TCM
CD14 Mono
CD14 Mono
Treg
CD14 Mono
CD14 Mono
CD14 Mono
NK
B memory
CD4 CTL
dnT
CD14 Mono
CD14 Mono
CD14 Mono
NK
CD14 Mono
NK
CD4 Naive
B memory
CD14 Mono
CD14 Mono
NK
CD14 Mono
CD14 Mono
CD4 TCM
CD4 Proliferating
B naive
gdT
B intermediate
CD4 Naive
CD14 Mono
CD4 Naive
CD4 Naive
CD4 Naive
CD8 TCM
CD4 TCM
CD8 TEM
CD14 Mono
B naive
CD14 Mono
CD8 Naive
CD4 TCM
CD8 TEM
pDC
CD16 Mono
B memory
CD4 TEM
NK
CD14 Mono
CD14 Mono
CD14 Mono
CD8 Naive
CD8 TEM
CD8 Naive
CD14 Mono
CD4 TCM
CD14 Mono
B naive
CD14 Mono
CD8 TEM
CD14 Mono
CD4 TCM
CD14 Mono
NK
NK_CD56bright
CD14 Mono
CD8 TEM
NK
CD14 Mono
CD4 Naive
CD14 Mono
CD4 TCM
Treg
NK
CD8 TEM
B memory
NK
pDC
CD8 TEM
pDC
CD4 TCM
CD14 Mono
CD4 TCM
Treg
CD8 TCM
CD4 Naive
CD4 CTL
CD8 Naive
CD4 TCM
CD4 TEM
CD8 Naive
Treg
CD8 TEM
CD4 TCM
CD8 TCM
CD16 Mono
CD4 Naive
NK
CD4 CTL
CD4 TCM
CD14 Mono
CD8 Naive
CD14 Mono
CD8 TEM
NK
CD8 TEM
CD4 Naive
CD8 TEM
cDC2
CD4 Naive
cDC2
CD8 TCM
cDC2
NK
CD14 Mono
CD4 TCM
B naive
CD4 CTL
CD8 TEM
CD14 Mono
CD4 TEM
CD14 Mono
CD8 TCM
B memory
CD8 Naive
NK Proliferating
NK
NK
NK Proliferating
CD14 Mono
cDC2
CD8 TEM
CD4 Naive
MAIT
Treg
CD14 Mono
B naive
NK
CD14 Mono
CD8 Naive
NK
CD14 Mono
CD4 Naive
Treg
CD8 Naive
NK
dnT
CD14 Mono
Platelet
CD4 Naive
CD14 Mono
pDC
CD14 Mono
CD8 Naive
cDC2
CD14 Mono
MAIT
CD14 Mono
CD4 TEM
CD4 TEM
CD4 CTL
CD14 Mono
CD16 Mono
Treg
CD4 Naive
CD14 Mono
NK
CD8 Naive
CD8 Naive
CD8 TEM
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
B naive
CD14 Mono
Plasmablast
CD14 Mono
CD8 TEM
CD14 Mono
CD4 Naive
CD4 CTL
CD14 Mono
CD14 Mono
CD14 Mono
CD4 TCM
NK
NK
CD4 Naive
CD8 Naive
CD14 Mono
CD4 Naive
CD4 TCM
CD8 TEM
CD8 TEM
CD14 Mono
CD8 TEM
CD4 TCM
Treg
CD8 TEM
CD14 Mono
CD4 Naive
NK
CD14 Mono
CD4 TCM
CD8 Naive
CD4 Naive
CD4 Naive
CD8 TCM
CD4 Naive
CD8 Naive
CD4 TEM
CD14 Mono
CD14 Mono
CD14 Mono
CD8 TEM
CD4 Naive
CD14 Mono
CD8 Naive
CD4 Naive
CD14 Mono
CD4 TCM
CD16 Mono
CD4 TCM
CD14 Mono
CD4 TEM
CD8 TCM
CD14 Mono
gdT
CD14 Mono
CD8 TEM
CD8 TEM
B memory
Treg
CD14 Mono
NK
NK
CD4 TCM
CD8 TEM
NK
CD4 TEM
CD4 TCM
B naive
NK
NK
MAIT
B naive
cDC2
CD4 Naive
CD4 Naive
NK
CD4 TCM
gdT
B intermediate
CD4 Naive
CD8 TCM
CD16 Mono
B naive
CD4 TEM
CD14 Mono
B memory
CD16 Mono
pDC
CD8 TEM
CD14 Mono
B memory
CD14 Mono
CD4 CTL
CD4 Naive
CD4 Naive
B intermediate
NK
gdT
CD16 Mono
CD4 TCM
CD4 TCM
cDC2
CD14 Mono
Platelet
CD4 TEM
CD4 TCM
CD14 Mono
NK
CD4 Naive
B memory
B memory
CD14 Mono
B intermediate
CD8 TEM
CD14 Mono
CD4 TCM
CD4 Naive
NK_CD56bright
CD4 Naive
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
CD8 TEM
CD8 Naive
CD4 TCM
CD14 Mono
CD14 Mono
B naive
CD8 TCM
CD8 TCM
CD4 Naive
CD4 Naive
CD8 TCM
B naive
CD4 TEM
CD8 Naive
CD14 Mono
CD16 Mono
Treg
CD8 TEM
CD4 Naive
NK
CD8 TEM
CD4 TEM
cDC2
CD4 TCM
MAIT
CD14 Mono
CD14 Mono
CD8 Naive
NK
CD4 Naive
CD8 Naive
CD4 CTL
CD4 TCM
CD8 TCM
CD16 Mono
CD4 TCM
CD4 TCM
CD4 TCM
CD4 TCM
gdT
NK
NK
CD8 Naive
CD14 Mono
B memory
B naive
CD4 TCM
CD8 TCM
CD14 Mono
NK
CD4 Naive
CD8 Naive
CD4 TEM
CD8 TEM
CD8 Naive
CD4 TCM
NK
CD4 CTL
CD14 Mono
CD4 TCM
Treg
NK
NK
CD4 Naive
CD8 Naive
CD8 TEM
CD16 Mono
B naive
MAIT
Treg
CD14 Mono
B naive
B intermediate
gdT
B naive
B intermediate
CD14 Mono
CD4 Naive
CD14 Mono
CD8 TEM
CD4 TCM
B naive
CD14 Mono
CD4 TCM
CD4 Naive
NK
CD14 Mono
CD8 Naive
NK
CD14 Mono
CD14 Mono
B naive
CD4 Naive
CD14 Mono
CD8 TEM
NK
CD14 Mono
CD14 Mono
CD4 TCM
CD4 Naive
NK
NK
CD4 Naive
CD4 TCM
NK
NK
CD8 TEM
MAIT
CD8 TCM
CD14 Mono
CD14 Mono
CD8 TEM
CD8 TEM
CD14 Mono
NK
B naive
CD8 TEM
CD14 Mono
B naive
CD4 Naive
CD4 Naive
cDC2
CD4 TEM
CD4 TEM
CD14 Mono
CD4 Naive
CD14 Mono
Platelet
CD14 Mono
CD16 Mono
Treg
CD8 TEM
CD4 TCM
CD8 Naive
B memory
gdT
CD4 Naive
CD14 Mono
CD14 Mono
Platelet
CD14 Mono
CD14 Mono
CD14 Mono
NK
CD4 TCM
CD14 Mono
CD4 Naive
CD8 TEM
CD8 TEM
CD14 Mono
B memory
MAIT
CD14 Mono
CD4 Naive
B intermediate
pDC
CD8 Naive
B naive
Treg
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
NK
CD14 Mono
CD4 TCM
CD14 Mono
CD4 Naive
CD4 TCM
NK_CD56bright
CD4 Naive
CD14 Mono
CD14 Mono
B intermediate
CD14 Mono
CD4 TEM
CD4 Naive
cDC2
CD14 Mono
CD8 Naive
CD4 Naive
CD4 TCM
CD4 Naive
CD16 Mono
CD8 Naive
CD4 Naive
B naive
CD4 Naive
CD16 Mono
CD14 Mono
Treg
NK
cDC2
NK_CD56bright
NK
CD8 Naive
CD14 Mono
CD16 Mono
CD4 TCM
CD14 Mono
CD16 Mono
cDC1
NK
CD14 Mono
CD8 Naive
NK
B naive
B naive
NK
CD14 Mono
CD14 Mono
CD14 Mono
Platelet
MAIT
NK
CD14 Mono
CD14 Mono
CD14 Mono
CD8 TCM
ASDC
CD8 TEM
NK
B memory
CD4 TCM
CD4 Naive
CD14 Mono
CD14 Mono
CD4 TCM
CD4 Naive
CD14 Mono
CD14 Mono
CD16 Mono
CD14 Mono
CD8 TEM
B memory
CD4 Naive
CD8 TEM
CD4 Naive
CD14 Mono
B intermediate
CD4 TCM
CD4 TEM
CD14 Mono
cDC2
CD14 Mono
CD4 TCM
CD4 Naive
CD14 Mono
CD4 Naive
B memory
NK
Treg
cDC2
NK
CD4 TCM
CD8 TEM
CD14 Mono
CD8 Naive
CD8 TCM
CD8 TEM
CD8 TEM
CD14 Mono
CD8 Naive
CD8 Naive
CD14 Mono
B naive
CD8 TCM
CD16 Mono
B naive
Treg
NK
CD8 TEM
gdT
CD4 Naive
CD4 TCM
CD4 CTL
CD4 TCM
NK
NK
NK
MAIT
CD4 Naive
CD14 Mono
CD14 Mono
NK
NK
CD4 Naive
CD14 Mono
CD8 Naive
NK_CD56bright
Treg
CD16 Mono
CD14 Mono
CD4 Naive
CD4 Naive
Platelet
Platelet
CD8 TEM
NK
CD8 TEM
Platelet
CD4 CTL
CD8 Naive
CD8 TCM
B naive
CD14 Mono
CD4 CTL
Treg
CD4 TCM
CD16 Mono
CD4 TCM
B naive
NK
CD4 Naive
B intermediate
CD14 Mono
CD4 Naive
CD4 Naive
CD16 Mono
CD4 TEM
CD14 Mono
B intermediate
CD14 Mono
CD8 TCM
CD8 TCM
CD14 Mono
CD14 Mono
CD4 Naive
CD14 Mono
CD4 TCM
CD14 Mono
CD14 Mono
MAIT
NK Proliferating
Platelet
MAIT
CD4 Naive
B memory
gdT
CD14 Mono
CD14 Mono
CD4 TCM
CD8 Naive
NK
Treg
B naive
CD8 TEM
NK
CD8 TEM
Treg
Platelet
CD4 TCM
CD8 Naive
CD8 TEM
B memory
CD14 Mono
CD14 Mono
CD4 Naive
CD4 Naive
B naive
CD4 Naive
NK
CD8 Naive
CD4 Naive
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
NK
CD14 Mono
CD4 Naive
CD14 Mono
CD14 Mono
CD14 Mono
pDC
CD8 TEM
CD8 Naive
B memory
CD8 TEM
CD14 Mono
CD4 TCM
CD14 Mono
CD14 Mono
CD8 Naive
dnT
CD4 Naive
CD14 Mono
Platelet
CD4 TCM
CD8 TEM
CD4 Naive
CD14 Mono
CD4 Naive
NK_CD56bright
CD14 Mono
CD8 Naive
CD14 Mono
CD4 TCM
CD4 TEM
CD14 Mono
NK
CD8 Naive
CD14 Mono
CD14 Mono
CD4 Naive
pDC
NK
CD4 TCM
CD8 TCM
CD14 Mono
MAIT
CD14 Mono
CD14 Mono
CD4 Naive
CD8 TEM
CD4 Naive
MAIT
CD4 Naive
B naive
CD8 TEM
CD14 Mono
CD4 Naive
CD8 TEM
CD4 TCM
CD14 Mono
CD4 TCM
CD14 Mono
CD8 Naive
CD8 TEM
NK
B intermediate
B intermediate
CD14 Mono
CD14 Mono
NK
B naive
CD4 TCM
CD8 Naive
CD4 TEM
CD8 Naive
NK
CD4 Naive
CD14 Mono
NK
CD8 TEM
CD8 Naive
CD14 Mono
CD8 Naive
CD14 Mono
B naive
CD14 Mono
CD14 Mono
Treg
CD4 Naive
gdT
CD14 Mono
CD4 Naive
CD8 TCM
CD4 TEM
CD14 Mono
CD4 CTL
CD4 Naive
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
CD4 TCM
CD8 Naive
CD8 Naive
CD4 TCM
CD4 TEM
CD14 Mono
MAIT
B intermediate
CD8 TEM
CD14 Mono
CD4 Naive
CD8 TEM
CD4 Naive
NK
gdT
CD14 Mono
gdT
CD14 Mono
NK
cDC2
B intermediate
CD14 Mono
Treg
CD4 Naive
CD8 Naive
CD8 TCM
NK_CD56bright
Platelet
CD16 Mono
CD14 Mono
CD14 Mono
CD14 Mono
CD8 Naive
CD4 TCM
Treg
CD8 Naive
CD14 Mono
CD4 TCM
CD14 Mono
NK
CD14 Mono
CD4 Naive
CD14 Mono
CD14 Mono
CD4 TCM
CD14 Mono
CD8 TCM
CD8 TEM
CD4 TCM
CD8 TCM
dnT
B naive
CD14 Mono
CD14 Mono
CD4 TCM
HSPC
CD14 Mono
CD4 Naive
CD14 Mono
CD14 Mono
CD8 TEM
CD14 Mono
CD8 TEM
CD14 Mono
CD8 TEM
B naive
CD4 Naive
Platelet
CD4 TCM
CD14 Mono
CD4 Naive
CD14 Mono
CD4 Naive
CD4 TCM
CD4 TCM
CD4 TCM
CD14 Mono
Treg
CD14 Mono
CD14 Mono
cDC2
NK
gdT
CD8 TEM
gdT
CD14 Mono
CD4 Naive
CD4 Naive
CD8 TEM
CD4 Naive
CD8 TEM
NK
CD14 Mono
CD8 Naive
CD14 Mono
NK
NK
CD4 Naive
CD4 TEM
CD16 Mono
NK
CD14 Mono
NK
CD8 TEM
CD8 Naive
CD4 TCM
CD14 Mono
NK
NK
CD4 TCM
NK
CD14 Mono
CD8 TEM
CD14 Mono
CD4 TEM
cDC2
CD4 TCM
CD4 Naive
NK
CD4 Naive
CD14 Mono
CD8 TEM
gdT
NK
B memory
CD14 Mono
CD8 TEM
NK
B naive
NK
CD14 Mono
CD14 Mono
B intermediate
CD8 Naive
Treg
B intermediate
cDC2
CD14 Mono
CD14 Mono
CD16 Mono
B naive
MAIT
B naive
B memory
B naive
CD4 Naive
CD4 TCM
CD4 CTL
CD4 TCM
CD4 Naive
B intermediate
CD16 Mono
CD4 Naive
CD14 Mono
CD14 Mono
B memory
CD16 Mono
NK
CD14 Mono
CD8 TEM
CD14 Mono
CD4 TCM
CD4 Naive
CD8 TEM
MAIT
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
Treg
CD4 TEM
CD14 Mono
CD16 Mono
CD4 Naive
NK Proliferating
Platelet
CD4 TCM
CD8 TEM
NK
CD4 Naive
B naive
CD4 Naive
CD8 TEM
CD14 Mono
Platelet
CD14 Mono
NK
CD8 TEM
pDC
CD14 Mono
CD14 Mono
CD4 Naive
NK
CD8 TEM
CD8 Naive
NK
CD8 TEM
Treg
CD14 Mono
CD4 Naive
CD4 Naive
CD8 TEM
CD16 Mono
NK
CD14 Mono
CD16 Mono
CD4 Naive
CD14 Mono
CD14 Mono
CD4 TCM
CD4 TCM
Treg
CD8 TEM
CD4 TCM
NK
CD4 Naive
CD14 Mono
CD14 Mono
NK
B intermediate
CD8 Naive
CD4 Naive
cDC2
CD4 TCM
NK
CD8 Naive
NK_CD56bright
CD4 TCM
CD4 Naive
B memory
cDC2
dnT
CD14 Mono
CD8 TCM
cDC2
NK
CD4 Naive
CD14 Mono
CD4 Naive
NK
NK
CD8 Naive
CD4 TEM
CD8 TEM
CD14 Mono
NK
CD8 Naive
CD16 Mono
CD4 Naive
CD4 TEM
CD4 TCM
gdT
CD4 TCM
CD8 Naive
CD14 Mono
CD8 Naive
CD14 Mono
CD8 Naive
CD14 Mono
CD8 TEM
Treg
CD16 Mono
CD16 Mono
NK
CD16 Mono
CD14 Mono
gdT
CD16 Mono
Treg
CD4 TCM
CD16 Mono
NK
CD14 Mono
NK
CD8 Naive
B naive
NK
CD14 Mono
CD4 Naive
CD4 Naive
CD8 TEM
CD8 TEM
CD14 Mono
CD14 Mono
CD16 Mono
CD8 TEM
CD4 TCM
CD8 TEM
CD8 Naive
Platelet
NK
CD14 Mono
CD4 Naive
MAIT
CD14 Mono
CD4 Naive
NK
CD14 Mono
CD8 Naive
CD14 Mono
CD14 Mono
CD8 Naive
CD8 Naive
CD16 Mono
CD4 TEM
CD14 Mono
CD14 Mono
CD16 Mono
CD4 CTL
CD4 Naive
Platelet
CD14 Mono
B naive
CD14 Mono
CD4 TCM
CD14 Mono
cDC2
CD8 Naive
B naive
B intermediate
CD14 Mono
NK_CD56bright
CD8 Naive
CD8 TEM
CD14 Mono
CD8 TCM
CD14 Mono
CD4 Naive
CD8 TEM
CD14 Mono
ASDC
Treg
CD8 TEM
CD16 Mono
CD4 Naive
CD4 Naive
CD8 Naive
CD8 TCM
CD14 Mono
NK
NK
CD8 TCM
CD14 Mono
CD4 TCM
NK
CD14 Mono
CD14 Mono
CD16 Mono
NK
CD14 Mono
CD14 Mono
NK
CD8 TEM
CD4 TEM
CD4 TEM
CD8 Naive
NK
CD8 TCM
CD14 Mono
CD14 Mono
CD14 Mono
CD4 Naive
CD14 Mono
CD4 TCM
CD4 Naive
CD8 TEM
CD4 TCM
CD14 Mono
CD14 Mono
CD4 CTL
cDC2
CD14 Mono
CD16 Mono
CD4 TCM
Platelet
CD8 TEM
CD8 TEM
CD4 TCM
CD8 TEM
CD14 Mono
NK
MAIT
CD4 Naive
CD14 Mono
CD8 TEM
CD4 TCM
B memory
B intermediate
B naive
NK
CD4 TCM
CD8 TEM
CD14 Mono
CD4 Naive
Platelet
CD4 CTL
CD4 Naive
CD14 Mono
NK
CD14 Mono
CD16 Mono
CD14 Mono
gdT
CD14 Mono
CD4 TCM
CD14 Mono
CD8 TEM
B intermediate
CD4 Naive
CD8 TEM
NK
Treg
CD4 Naive
CD8 TCM
Treg
CD14 Mono
CD8 Naive
NK Proliferating
CD8 TCM
NK
Treg
CD14 Mono
B memory
CD4 Naive
CD4 Naive
CD8 Naive
B naive
CD8 Naive
NK
B intermediate
CD14 Mono
NK
CD8 TEM
gdT
B naive
CD8 Naive
Platelet
CD4 TCM
NK
CD14 Mono
CD4 Naive
CD8 Naive
CD14 Mono
CD8 TEM
CD16 Mono
NK
CD4 CTL
CD4 TCM
CD4 Naive
CD14 Mono
CD14 Mono
B naive
CD4 Naive
CD14 Mono
cDC2
MAIT
NK
CD14 Mono
CD4 Naive
CD4 Naive
NK Proliferating
CD4 TCM
CD4 TCM
CD14 Mono
NK
CD4 Naive
B intermediate
Treg
CD16 Mono
CD14 Mono
CD4 CTL
CD4 TCM
CD4 Naive
NK
CD4 Naive
CD4 TEM
CD4 Naive
CD4 Naive
CD14 Mono
B intermediate
CD4 TCM
CD16 Mono
CD8 Naive
B naive
CD4 TEM
CD14 Mono
B naive
CD4 TCM
CD14 Mono
CD16 Mono
CD14 Mono
CD4 Naive
CD14 Mono
CD8 Naive
B naive
CD8 TCM
CD14 Mono
CD4 TCM
Treg
CD4 TCM
CD14 Mono
CD14 Mono
CD16 Mono
CD4 Naive
B naive
CD14 Mono
Platelet
CD8 TCM
CD8 Naive
CD14 Mono
B memory
B naive
CD14 Mono
CD8 Naive
NK
CD4 TCM
B intermediate
CD8 TEM
CD14 Mono
CD14 Mono
CD4 TEM
CD16 Mono
CD4 Naive
CD16 Mono
CD14 Mono
CD8 TEM
CD4 TCM
cDC2
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
CD4 TEM
CD14 Mono
pDC
B naive
gdT
CD4 Naive
B naive
NK
B naive
CD14 Mono
CD8 Naive
NK
CD14 Mono
CD14 Mono
CD4 TCM
CD14 Mono
cDC2
NK Proliferating
CD4 Naive
CD14 Mono
CD14 Mono
CD4 TEM
NK
NK
CD14 Mono
CD16 Mono
B naive
CD4 Naive
CD4 TCM
CD4 TCM
NK
CD14 Mono
CD4 TCM
B naive
NK
gdT
CD14 Mono
CD4 Naive
gdT
CD14 Mono
NK
NK
CD4 Naive
B naive
CD8 TEM
cDC2
CD4 TEM
B naive
CD14 Mono
pDC
CD14 Mono
CD8 TEM
CD14 Mono
gdT
CD4 Naive
CD14 Mono
gdT
CD14 Mono
CD8 TCM
CD8 Naive
Plasmablast
B memory
CD14 Mono
CD4 Naive
CD14 Mono
B memory
CD4 TCM
CD4 Naive
CD14 Mono
CD4 Naive
CD4 TCM
CD4 TCM
CD14 Mono
B naive
CD14 Mono
CD8 TEM
CD8 Naive
Treg
CD8 Naive
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
gdT
CD4 Naive
B memory
CD4 Naive
CD4 Naive
gdT
CD14 Mono
CD4 CTL
CD8 TEM
MAIT
CD16 Mono
CD4 Naive
CD8 TEM
Treg
CD4 TCM
Treg
NK
CD8 Naive
NK
CD8 Naive
CD14 Mono
CD4 TCM
B intermediate
CD4 TEM
NK
CD4 TCM
CD4 Naive
B memory
CD4 TCM
CD4 TCM
CD8 TEM
CD4 Naive
CD4 Naive
CD8 TCM
CD14 Mono
CD8 TEM
CD8 Naive
CD8 Naive
CD14 Mono
CD4 TCM
CD4 TEM
CD14 Mono
CD4 Naive
CD14 Mono
CD4 TCM
CD4 TCM
B intermediate
CD4 Naive
NK
CD16 Mono
NK
CD4 Naive
CD4 TCM
CD14 Mono
CD4 TEM
CD8 Naive
CD8 Naive
B intermediate
CD4 Naive
CD16 Mono
MAIT
CD4 TEM
CD4 TCM
CD4 Naive
Platelet
CD4 TCM
CD4 TEM
CD4 TEM
B naive
CD14 Mono
NK_CD56bright
CD14 Mono
CD4 TCM
CD8 Naive
CD8 Naive
NK
CD4 TCM
cDC2
NK
CD4 Naive
NK Proliferating
CD14 Mono
CD8 TEM
CD16 Mono
CD4 TCM
B memory
CD14 Mono
MAIT
gdT
CD4 TCM
CD4 Naive
CD4 Naive
CD8 TEM
CD8 TEM
CD16 Mono
CD4 Naive
CD4 TCM
CD4 CTL
CD4 Naive
CD14 Mono
CD14 Mono
CD8 TEM
CD8 Naive
CD14 Mono
CD4 Naive
CD14 Mono
CD4 TCM
CD4 TCM
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
CD8 TEM
CD14 Mono
CD14 Mono
CD8 TEM
MAIT
CD8 TEM
CD4 TCM
CD4 TEM
CD16 Mono
CD8 TCM
CD4 Naive
CD4 Naive
CD4 Naive
CD4 TCM
CD4 Naive
CD14 Mono
CD4 TEM
CD4 TEM
CD16 Mono
CD4 Naive
CD4 TCM
CD4 Naive
NK
CD4 TCM
CD14 Mono
CD8 Naive
CD16 Mono
CD14 Mono
CD4 TCM
CD4 TCM
B naive
CD4 TCM
B naive
NK
CD8 TEM
B naive
pDC
CD8 Naive
CD8 TEM
CD4 TCM
MAIT
CD4 CTL
Plasmablast
Platelet
CD4 TCM
CD14 Mono
CD8 TCM
cDC2
B memory
CD8 TEM
B naive
B naive
cDC2
CD14 Mono
CD14 Mono
NK
CD14 Mono
CD14 Mono
CD8 TCM
CD16 Mono
CD4 Naive
CD16 Mono
CD8 TCM
NK
B naive
CD16 Mono
NK
CD14 Mono
CD14 Mono
CD4 TCM
CD14 Mono
NK
MAIT
CD14 Mono
CD4 Naive
B memory
CD4 TCM
B intermediate
CD8 TEM
CD14 Mono
CD4 Naive
CD4 TCM
CD14 Mono
CD8 TEM
CD14 Mono
NK
CD14 Mono
CD14 Mono
CD14 Mono
cDC2
CD14 Mono
CD4 TCM
CD4 Naive
CD14 Mono
CD14 Mono
CD4 TCM
Eryth
CD16 Mono
CD4 TEM
CD8 Naive
CD4 TEM
CD14 Mono
CD16 Mono
CD14 Mono
CD4 Naive
CD8 TEM
CD4 TCM
CD14 Mono
CD4 TEM
CD4 TCM
