x
CD4 Naive
CD14 Mono
CD8 Naive
NK_CD56bright
CD4 TCM
CD4 CTL
MAIT
CD14 Mono
CD14 Mono
MAIT
B memory
CD4 TCM
B memory
CD4 TEM
cDC2
CD8 TEM
CD8 Naive
B naive
NK
MAIT
CD8 Naive
CD14 Mono
CD4 Naive
CD14 Mono
CD4 Naive
NK
NK
CD14 Mono
CD14 Mono
CD14 Mono
NK
CD8 TEM
CD14 Mono
B naive
CD8 Naive
NK
MAIT
CD14 Mono
CD4 Naive
CD16 Mono
CD8 Naive
CD14 Mono
CD14 Mono
B memory
CD14 Mono
gdT
cDC2
B naive
CD4 Naive
CD8 Naive
CD8 Naive
CD14 Mono
CD14 Mono
CD14 Mono
gdT
B naive
CD14 Mono
CD8 TEM
CD14 Mono
CD14 Mono
B memory
CD4 TEM
CD14 Mono
CD8 Naive
NK
CD8 Naive
CD4 TCM
CD14 Mono
CD8 TEM
CD4 TCM
CD8 TEM
CD14 Mono
CD14 Mono
NK
CD14 Mono
Treg
CD14 Mono
CD16 Mono
CD4 Naive
CD8 TEM
CD14 Mono
CD4 TCM
CD14 Mono
NK
CD8 TEM
CD8 TCM
B naive
CD4 Naive
NK
CD14 Mono
CD8 Naive
CD14 Mono
NK
CD14 Mono
CD4 TEM
NK
CD4 TCM
CD8 TEM
CD16 Mono
B naive
CD14 Mono
CD14 Mono
CD16 Mono
NK
CD4 TCM
CD8 Naive
gdT
CD14 Mono
CD4 TCM
CD8 TEM
B naive
CD16 Mono
CD8 TEM
Treg
CD16 Mono
MAIT
Platelet
B naive
CD8 TEM
Platelet
CD14 Mono
CD8 TEM
CD8 TEM
NK_CD56bright
CD8 TEM
CD14 Mono
CD4 TCM
CD4 TCM
CD8 TEM
NK
CD8 TEM
CD4 Naive
CD4 TCM
CD4 TEM
NK
CD16 Mono
CD8 TEM
CD16 Mono
CD14 Mono
CD8 TEM
pDC
CD16 Mono
CD4 Naive
CD14 Mono
CD4 Naive
CD14 Mono
CD4 CTL
CD4 TCM
CD14 Mono
CD4 TCM
CD14 Mono
CD14 Mono
B memory
CD4 Naive
Treg
B naive
CD14 Mono
Platelet
B naive
CD4 TCM
CD14 Mono
CD8 Naive
CD8 TEM
CD8 TEM
B naive
CD16 Mono
CD14 Mono
CD8 TEM
CD4 Naive
CD16 Mono
CD14 Mono
B naive
CD14 Mono
NK
CD8 TCM
CD14 Mono
B naive
CD14 Mono
CD8 TCM
CD4 TCM
Treg
B intermediate
CD8 TEM
NK
NK
CD4 Naive
CD4 Naive
Platelet
CD4 TEM
CD4 Naive
gdT
Platelet
CD4 TEM
CD4 CTL
CD16 Mono
CD8 Naive
cDC2
CD14 Mono
CD14 Mono
CD8 TEM
CD8 Naive
CD4 CTL
CD14 Mono
CD14 Mono
CD14 Mono
CD8 Naive
CD4 Naive
CD8 TEM
CD8 TEM
CD8 TEM
NK
CD4 TCM
CD14 Mono
CD4 Naive
CD4 Naive
CD14 Mono
CD8 Naive
B memory
CD14 Mono
CD16 Mono
CD4 TEM
cDC2
dnT
Treg
CD14 Mono
CD4 Naive
CD8 TEM
pDC
CD16 Mono
B intermediate
B intermediate
NK
NK
CD4 TCM
NK
B intermediate
B intermediate
B naive
CD14 Mono
CD8 TEM
B naive
CD14 Mono
CD14 Mono
CD14 Mono
NK_CD56bright
CD14 Mono
CD8 TEM
CD8 Naive
CD8 TEM
CD4 TEM
CD16 Mono
CD14 Mono
CD14 Mono
B intermediate
CD14 Mono
HSPC
CD4 TCM
CD14 Mono
CD4 TCM
CD4 Naive
CD14 Mono
CD8 Naive
CD14 Mono
CD14 Mono
NK
CD14 Mono
gdT
B naive
NK
CD4 Naive
CD4 Naive
B naive
CD14 Mono
B naive
CD8 TEM
B naive
CD8 Naive
CD4 Naive
CD14 Mono
B intermediate
NK
CD4 TCM
CD4 Naive
CD4 Naive
Treg
Platelet
CD4 Naive
B naive
B naive
NK
CD4 Naive
CD4 TCM
CD14 Mono
CD14 Mono
CD8 TCM
CD14 Mono
CD14 Mono
CD16 Mono
CD16 Mono
CD8 TCM
CD4 TCM
CD8 Naive
CD14 Mono
CD8 Naive
cDC2
CD4 Naive
B intermediate
CD8 TEM
B memory
CD14 Mono
CD8 Naive
CD4 Naive
CD14 Mono
NK Proliferating
CD14 Mono
CD8 TEM
CD4 TCM
CD4 TCM
B naive
B naive
CD8 Naive
CD4 Naive
CD8 TEM
CD8 Naive
NK
CD8 Naive
CD4 TCM
NK
CD16 Mono
CD14 Mono
CD14 Mono
MAIT
CD14 Mono
CD16 Mono
CD4 TCM
CD4 Naive
CD8 TCM
CD8 Naive
cDC2
gdT
CD4 TEM
CD8 TEM
CD4 Naive
CD4 TCM
CD14 Mono
CD16 Mono
CD14 Mono
NK
CD4 Naive
CD8 Naive
CD14 Mono
CD14 Mono
CD4 Naive
CD14 Mono
CD4 Naive
CD4 TCM
CD4 TCM
CD4 Naive
CD4 Naive
NK
NK
Treg
MAIT
Treg
CD4 Naive
CD14 Mono
CD14 Mono
CD4 Naive
gdT
CD4 TCM
CD14 Mono
B memory
CD8 TCM
CD16 Mono
B naive
CD8 Naive
CD14 Mono
CD8 TEM
CD14 Mono
B intermediate
CD4 TCM
CD14 Mono
CD4 Naive
cDC2
CD8 TEM
NK
B memory
CD4 Naive
CD8 TEM
CD14 Mono
CD8 Naive
CD14 Mono
CD4 Naive
CD14 Mono
CD8 Naive
CD14 Mono
CD14 Mono
CD4 Naive
CD4 CTL
CD16 Mono
CD14 Mono
CD8 TEM
CD14 Mono
CD4 TCM
CD14 Mono
B naive
CD14 Mono
CD14 Mono
CD4 Naive
NK
CD14 Mono
CD14 Mono
CD14 Mono
CD4 CTL
NK
CD4 Naive
CD8 Naive
CD14 Mono
CD4 Naive
CD14 Mono
CD8 TEM
CD8 Naive
CD4 Naive
NK
CD4 Naive
Treg
CD14 Mono
CD8 TEM
CD4 Naive
CD14 Mono
CD4 Naive
NK
NK
B naive
CD14 Mono
CD8 Naive
CD16 Mono
NK
CD14 Mono
CD4 TCM
CD14 Mono
CD8 Naive
CD14 Mono
NK
CD4 TCM
CD14 Mono
NK
CD14 Mono
CD14 Mono
CD4 TEM
cDC2
CD4 Naive
CD4 Naive
MAIT
CD8 TCM
CD14 Mono
CD4 Naive
CD14 Mono
cDC2
CD14 Mono
CD8 TEM
NK
CD4 TCM
CD14 Mono
CD14 Mono
CD4 Naive
CD14 Mono
CD8 Naive
CD8 Naive
CD16 Mono
B naive
CD14 Mono
NK
CD4 TEM
CD8 Naive
CD14 Mono
NK
NK
CD14 Mono
CD14 Mono
CD4 TCM
cDC2
CD14 Mono
NK
NK
CD8 TEM
CD4 TEM
CD4 TCM
CD14 Mono
CD8 Naive
CD4 Naive
CD4 TCM
CD14 Mono
CD4 Naive
CD8 Naive
MAIT
CD8 Naive
CD14 Mono
CD14 Mono
CD8 TEM
CD14 Mono
CD8 Naive
CD16 Mono
CD8 Naive
CD8 Naive
CD8 Naive
Platelet
CD14 Mono
CD14 Mono
CD14 Mono
CD4 TCM
CD14 Mono
CD4 TEM
NK
CD8 TEM
CD4 TCM
CD4 Naive
CD14 Mono
CD4 TCM
CD14 Mono
CD4 TEM
CD14 Mono
CD16 Mono
CD16 Mono
CD4 TCM
CD4 TCM
CD8 Naive
CD14 Mono
CD14 Mono
CD8 Naive
gdT
CD16 Mono
B naive
NK
CD14 Mono
CD8 Naive
CD4 TEM
CD4 Proliferating
NK
gdT
CD14 Mono
CD14 Mono
NK
CD4 TCM
CD14 Mono
CD14 Mono
CD4 Naive
NK
NK
CD8 TEM
CD8 Naive
CD16 Mono
CD14 Mono
CD4 CTL
B naive
CD4 Naive
NK
pDC
NK
CD4 CTL
NK Proliferating
CD4 Naive
Platelet
CD14 Mono
cDC2
Platelet
CD14 Mono
CD14 Mono
CD14 Mono
CD14 Mono
CD8 Naive
CD14 Mono
CD4 Naive
CD4 Naive
CD14 Mono
CD14 Mono
gdT
MAIT
gdT
Treg
B memory
NK
CD4 TCM
CD14 Mono
NK
Treg
CD4 Naive
CD14 Mono
CD4 TCM
CD4 TCM
B memory
CD4 Naive
B naive
CD4 TCM
B memory
CD14 Mono
CD8 TEM
B intermediate
CD4 Naive
CD14 Mono
B naive
CD8 TEM
CD14 Mono
CD8 TEM
B intermediate
MAIT
B naive
NK
CD4 Naive
CD8 Naive
CD14 Mono
CD14 Mono
CD4 TCM
CD8 TCM
NK
CD14 Mono
CD4 TCM
CD4 Naive
CD4 Naive
CD8 TCM
CD14 Mono
